lon,lat,name
-70.75,-2.75,Station_185_218
-70.25,-2.75,Station_185_219
-69.75,-2.75,Station_185_220
-69.25,-2.75,Station_185_221
-68.75,-2.75,Station_185_222
-68.25,-2.75,Station_185_223
-67.75,-2.75,Station_185_224
-67.25,-2.75,Station_185_225
-66.75,-2.75,Station_185_226
-66.25,-2.75,Station_185_227
-65.75,-2.75,Station_185_228
-65.25,-2.75,Station_185_229
-64.75,-2.75,Station_185_230
-64.25,-2.75,Station_185_231
-63.75,-2.75,Station_185_232
-63.25,-2.75,Station_185_233
-62.75,-2.75,Station_185_234
-62.25,-2.75,Station_185_235
-61.75,-2.75,Station_185_236
-61.25,-2.75,Station_185_237
-60.75,-2.75,Station_185_238
-60.25,-2.75,Station_185_239
-59.75,-2.75,Station_185_240
-59.25,-2.75,Station_185_241
-58.75,-2.75,Station_185_242
-58.25,-2.75,Station_185_243
-57.75,-2.75,Station_185_244
-57.25,-2.75,Station_185_245
-56.25,-2.75,Station_185_247
-55.75,-2.75,Station_185_248
-55.25,-2.75,Station_185_249
-54.75,-2.75,Station_185_250
-54.25,-2.75,Station_185_251
-53.75,-2.75,Station_185_252
-53.25,-2.75,Station_185_253
-52.75,-2.75,Station_185_254
-52.25,-2.75,Station_185_255
-51.75,-2.75,Station_185_256
-51.25,-2.75,Station_185_257
-50.75,-2.75,Station_185_258
-50.25,-2.75,Station_185_259
-49.75,-2.75,Station_185_260
-49.25,-2.75,Station_185_261
-48.75,-2.75,Station_185_262
-48.25,-2.75,Station_185_263
-47.75,-2.75,Station_185_264
-47.25,-2.75,Station_185_265
-46.75,-2.75,Station_185_266
-46.25,-2.75,Station_185_267
-45.75,-2.75,Station_185_268
-44.75,-2.75,Station_185_270
-78.25,-3.25,Station_186_203
-77.75,-3.25,Station_186_204
-77.25,-3.25,Station_186_205
-76.25,-3.25,Station_186_207
-75.25,-3.25,Station_186_209
-74.75,-3.25,Station_186_210
-74.25,-3.25,Station_186_211
-73.75,-3.25,Station_186_212
-73.25,-3.25,Station_186_213
-72.75,-3.25,Station_186_214
-72.25,-3.25,Station_186_215
-71.75,-3.25,Station_186_216
-71.25,-3.25,Station_186_217
-70.75,-3.25,Station_186_218
-70.25,-3.25,Station_186_219
-69.75,-3.25,Station_186_220
-69.25,-3.25,Station_186_221
-68.75,-3.25,Station_186_222
-68.25,-3.25,Station_186_223
-67.75,-3.25,Station_186_224
-67.25,-3.25,Station_186_225
-66.75,-3.25,Station_186_226
-66.25,-3.25,Station_186_227
-65.75,-3.25,Station_186_228
-65.25,-3.25,Station_186_229
-64.75,-3.25,Station_186_230
-64.25,-3.25,Station_186_231
-63.75,-3.25,Station_186_232
-63.25,-3.25,Station_186_233
-62.75,-3.25,Station_186_234
-62.25,-3.25,Station_186_235
-61.75,-3.25,Station_186_236
-61.25,-3.25,Station_186_237
-60.75,-3.25,Station_186_238
-60.25,-3.25,Station_186_239
-59.75,-3.25,Station_186_240
-59.25,-3.25,Station_186_241
-58.75,-3.25,Station_186_242
-58.25,-3.25,Station_186_243
-57.75,-3.25,Station_186_244
-57.25,-3.25,Station_186_245
-56.75,-3.25,Station_186_246
-56.25,-3.25,Station_186_247
-55.75,-3.25,Station_186_248
-55.25,-3.25,Station_186_249
-54.75,-3.25,Station_186_250
-54.25,-3.25,Station_186_251
-53.75,-3.25,Station_186_252
-53.25,-3.25,Station_186_253
-52.75,-3.25,Station_186_254
-52.25,-3.25,Station_186_255
-51.75,-3.25,Station_186_256
-51.25,-3.25,Station_186_257
-50.75,-3.25,Station_186_258
-50.25,-3.25,Station_186_259
-49.75,-3.25,Station_186_260
-49.25,-3.25,Station_186_261
-48.75,-3.25,Station_186_262
-48.25,-3.25,Station_186_263
-47.75,-3.25,Station_186_264
-47.25,-3.25,Station_186_265
-46.75,-3.25,Station_186_266
-46.25,-3.25,Station_186_267
-45.75,-3.25,Station_186_268
-45.25,-3.25,Station_186_269
-44.75,-3.25,Station_186_270
-78.75,-3.75,Station_187_202
-78.25,-3.75,Station_187_203
-77.75,-3.75,Station_187_204
-77.25,-3.75,Station_187_205
-73.75,-3.75,Station_187_212
-73.25,-3.75,Station_187_213
-72.75,-3.75,Station_187_214
-72.25,-3.75,Station_187_215
-71.75,-3.75,Station_187_216
-71.25,-3.75,Station_187_217
-70.75,-3.75,Station_187_218
-69.75,-3.75,Station_187_220
-69.25,-3.75,Station_187_221
-68.75,-3.75,Station_187_222
-68.25,-3.75,Station_187_223
-67.75,-3.75,Station_187_224
-67.25,-3.75,Station_187_225
-66.75,-3.75,Station_187_226
-66.25,-3.75,Station_187_227
-65.75,-3.75,Station_187_228
-65.25,-3.75,Station_187_229
-64.75,-3.75,Station_187_230
-64.25,-3.75,Station_187_231
-63.75,-3.75,Station_187_232
-63.25,-3.75,Station_187_233
-62.75,-3.75,Station_187_234
-62.25,-3.75,Station_187_235
-61.75,-3.75,Station_187_236
-61.25,-3.75,Station_187_237
-60.75,-3.75,Station_187_238
-60.25,-3.75,Station_187_239
-59.75,-3.75,Station_187_240
-59.25,-3.75,Station_187_241
-58.75,-3.75,Station_187_242
-58.25,-3.75,Station_187_243
-57.75,-3.75,Station_187_244
-57.25,-3.75,Station_187_245
-56.75,-3.75,Station_187_246
-56.25,-3.75,Station_187_247
-55.75,-3.75,Station_187_248
-55.25,-3.75,Station_187_249
-54.75,-3.75,Station_187_250
-54.25,-3.75,Station_187_251
-53.75,-3.75,Station_187_252
-53.25,-3.75,Station_187_253
-52.75,-3.75,Station_187_254
-52.25,-3.75,Station_187_255
-51.75,-3.75,Station_187_256
-51.25,-3.75,Station_187_257
-50.75,-3.75,Station_187_258
-50.25,-3.75,Station_187_259
-49.75,-3.75,Station_187_260
-48.75,-3.75,Station_187_262
-48.25,-3.75,Station_187_263
-47.75,-3.75,Station_187_264
-47.25,-3.75,Station_187_265
-46.75,-3.75,Station_187_266
-46.25,-3.75,Station_187_267
-45.75,-3.75,Station_187_268
-44.25,-3.75,Station_187_271
-78.75,-4.25,Station_188_202
-78.25,-4.25,Station_188_203
-77.75,-4.25,Station_188_204
-77.25,-4.25,Station_188_205
-73.75,-4.25,Station_188_212
-73.25,-4.25,Station_188_213
-72.75,-4.25,Station_188_214
-72.25,-4.25,Station_188_215
-71.75,-4.25,Station_188_216
-71.25,-4.25,Station_188_217
-70.75,-4.25,Station_188_218
-70.25,-4.25,Station_188_219
-69.75,-4.25,Station_188_220
-69.25,-4.25,Station_188_221
-68.75,-4.25,Station_188_222
-68.25,-4.25,Station_188_223
-67.75,-4.25,Station_188_224
-67.25,-4.25,Station_188_225
-66.75,-4.25,Station_188_226
-66.25,-4.25,Station_188_227
-65.75,-4.25,Station_188_228
-65.25,-4.25,Station_188_229
-64.75,-4.25,Station_188_230
-64.25,-4.25,Station_188_231
-63.75,-4.25,Station_188_232
-63.25,-4.25,Station_188_233
-62.75,-4.25,Station_188_234
-62.25,-4.25,Station_188_235
-61.75,-4.25,Station_188_236
-61.25,-4.25,Station_188_237
-60.75,-4.25,Station_188_238
-60.25,-4.25,Station_188_239
-59.75,-4.25,Station_188_240
-59.25,-4.25,Station_188_241
-58.75,-4.25,Station_188_242
-58.25,-4.25,Station_188_243
-57.75,-4.25,Station_188_244
-57.25,-4.25,Station_188_245
-56.75,-4.25,Station_188_246
-56.25,-4.25,Station_188_247
-55.75,-4.25,Station_188_248
-55.25,-4.25,Station_188_249
-54.75,-4.25,Station_188_250
-54.25,-4.25,Station_188_251
-53.75,-4.25,Station_188_252
-53.25,-4.25,Station_188_253
-52.75,-4.25,Station_188_254
-52.25,-4.25,Station_188_255
-51.75,-4.25,Station_188_256
-51.25,-4.25,Station_188_257
-50.75,-4.25,Station_188_258
-50.25,-4.25,Station_188_259
-49.75,-4.25,Station_188_260
-49.25,-4.25,Station_188_261
-48.25,-4.25,Station_188_263
-47.75,-4.25,Station_188_264
-47.25,-4.25,Station_188_265
-45.75,-4.25,Station_188_268
-44.25,-4.25,Station_188_271
-78.75,-4.75,Station_189_202
-78.25,-4.75,Station_189_203
-77.75,-4.75,Station_189_204
-77.25,-4.75,Station_189_205
-73.25,-4.75,Station_189_213
-72.75,-4.75,Station_189_214
-72.25,-4.75,Station_189_215
-71.75,-4.75,Station_189_216
-71.25,-4.75,Station_189_217
-70.75,-4.75,Station_189_218
-70.25,-4.75,Station_189_219
-69.75,-4.75,Station_189_220
-69.25,-4.75,Station_189_221
-68.75,-4.75,Station_189_222
-68.25,-4.75,Station_189_223
-67.75,-4.75,Station_189_224
-67.25,-4.75,Station_189_225
-66.75,-4.75,Station_189_226
-66.25,-4.75,Station_189_227
-65.75,-4.75,Station_189_228
-65.25,-4.75,Station_189_229
-64.75,-4.75,Station_189_230
-64.25,-4.75,Station_189_231
-63.75,-4.75,Station_189_232
-63.25,-4.75,Station_189_233
-62.75,-4.75,Station_189_234
-62.25,-4.75,Station_189_235
-61.75,-4.75,Station_189_236
-61.25,-4.75,Station_189_237
-60.75,-4.75,Station_189_238
-60.25,-4.75,Station_189_239
-59.75,-4.75,Station_189_240
-59.25,-4.75,Station_189_241
-58.75,-4.75,Station_189_242
-58.25,-4.75,Station_189_243
-57.75,-4.75,Station_189_244
-57.25,-4.75,Station_189_245
-56.75,-4.75,Station_189_246
-56.25,-4.75,Station_189_247
-55.75,-4.75,Station_189_248
-55.25,-4.75,Station_189_249
-54.75,-4.75,Station_189_250
-54.25,-4.75,Station_189_251
-53.75,-4.75,Station_189_252
-53.25,-4.75,Station_189_253
-52.75,-4.75,Station_189_254
-52.25,-4.75,Station_189_255
-51.75,-4.75,Station_189_256
-51.25,-4.75,Station_189_257
-50.75,-4.75,Station_189_258
-50.25,-4.75,Station_189_259
-49.75,-4.75,Station_189_260
-49.25,-4.75,Station_189_261
-48.25,-4.75,Station_189_263
-47.75,-4.75,Station_189_264
-46.25,-4.75,Station_189_267
-45.75,-4.75,Station_189_268
-45.25,-4.75,Station_189_269
-44.75,-4.75,Station_189_270
-44.25,-4.75,Station_189_271
-78.75,-5.25,Station_190_202
-78.25,-5.25,Station_190_203
-77.75,-5.25,Station_190_204
-77.25,-5.25,Station_190_205
-76.75,-5.25,Station_190_206
-76.25,-5.25,Station_190_207
-73.25,-5.25,Station_190_213
-72.75,-5.25,Station_190_214
-72.25,-5.25,Station_190_215
-71.75,-5.25,Station_190_216
-71.25,-5.25,Station_190_217
-70.75,-5.25,Station_190_218
-70.25,-5.25,Station_190_219
-69.75,-5.25,Station_190_220
-69.25,-5.25,Station_190_221
-68.75,-5.25,Station_190_222
-68.25,-5.25,Station_190_223
-67.75,-5.25,Station_190_224
-67.25,-5.25,Station_190_225
-66.75,-5.25,Station_190_226
-66.25,-5.25,Station_190_227
-65.75,-5.25,Station_190_228
-65.25,-5.25,Station_190_229
-64.75,-5.25,Station_190_230
-64.25,-5.25,Station_190_231
-63.75,-5.25,Station_190_232
-63.25,-5.25,Station_190_233
-62.75,-5.25,Station_190_234
-62.25,-5.25,Station_190_235
-61.75,-5.25,Station_190_236
-61.25,-5.25,Station_190_237
-60.75,-5.25,Station_190_238
-60.25,-5.25,Station_190_239
-59.75,-5.25,Station_190_240
-59.25,-5.25,Station_190_241
-58.75,-5.25,Station_190_242
-58.25,-5.25,Station_190_243
-57.75,-5.25,Station_190_244
-57.25,-5.25,Station_190_245
-56.75,-5.25,Station_190_246
-56.25,-5.25,Station_190_247
-55.75,-5.25,Station_190_248
-55.25,-5.25,Station_190_249
-54.75,-5.25,Station_190_250
-54.25,-5.25,Station_190_251
-53.75,-5.25,Station_190_252
-53.25,-5.25,Station_190_253
-52.75,-5.25,Station_190_254
-52.25,-5.25,Station_190_255
-51.75,-5.25,Station_190_256
-51.25,-5.25,Station_190_257
-50.75,-5.25,Station_190_258
-50.25,-5.25,Station_190_259
-49.75,-5.25,Station_190_260
-49.25,-5.25,Station_190_261
-48.75,-5.25,Station_190_262
-47.25,-5.25,Station_190_265
-46.25,-5.25,Station_190_267
-45.75,-5.25,Station_190_268
-45.25,-5.25,Station_190_269
-44.75,-5.25,Station_190_270
-77.75,-5.75,Station_191_204
-77.25,-5.75,Station_191_205
-76.75,-5.75,Station_191_206
-76.25,-5.75,Station_191_207
-75.75,-5.75,Station_191_208
-75.25,-5.75,Station_191_209
-73.25,-5.75,Station_191_213
-72.75,-5.75,Station_191_214
-72.25,-5.75,Station_191_215
-71.75,-5.75,Station_191_216
-71.25,-5.75,Station_191_217
-70.75,-5.75,Station_191_218
-70.25,-5.75,Station_191_219
-69.75,-5.75,Station_191_220
-69.25,-5.75,Station_191_221
-68.75,-5.75,Station_191_222
-68.25,-5.75,Station_191_223
-67.75,-5.75,Station_191_224
-67.25,-5.75,Station_191_225
-66.75,-5.75,Station_191_226
-66.25,-5.75,Station_191_227
-65.75,-5.75,Station_191_228
-65.25,-5.75,Station_191_229
-64.75,-5.75,Station_191_230
-64.25,-5.75,Station_191_231
-63.75,-5.75,Station_191_232
-63.25,-5.75,Station_191_233
-62.75,-5.75,Station_191_234
-62.25,-5.75,Station_191_235
-61.75,-5.75,Station_191_236
-61.25,-5.75,Station_191_237
-60.75,-5.75,Station_191_238
-60.25,-5.75,Station_191_239
-59.75,-5.75,Station_191_240
-59.25,-5.75,Station_191_241
-58.75,-5.75,Station_191_242
-58.25,-5.75,Station_191_243
-57.75,-5.75,Station_191_244
-57.25,-5.75,Station_191_245
-56.75,-5.75,Station_191_246
-56.25,-5.75,Station_191_247
-55.75,-5.75,Station_191_248
-55.25,-5.75,Station_191_249
-54.75,-5.75,Station_191_250
-54.25,-5.75,Station_191_251
-53.75,-5.75,Station_191_252
-53.25,-5.75,Station_191_253
-52.75,-5.75,Station_191_254
-52.25,-5.75,Station_191_255
-51.75,-5.75,Station_191_256
-51.25,-5.75,Station_191_257
-50.75,-5.75,Station_191_258
-50.25,-5.75,Station_191_259
-49.75,-5.75,Station_191_260
-48.25,-5.75,Station_191_263
-47.25,-5.75,Station_191_265
-46.75,-5.75,Station_191_266
-46.25,-5.75,Station_191_267
-45.75,-5.75,Station_191_268
-45.25,-5.75,Station_191_269
-77.75,-6.25,Station_192_204
-77.25,-6.25,Station_192_205
-76.75,-6.25,Station_192_206
-76.25,-6.25,Station_192_207
-75.75,-6.25,Station_192_208
-75.25,-6.25,Station_192_209
-73.75,-6.25,Station_192_212
-73.25,-6.25,Station_192_213
-72.75,-6.25,Station_192_214
-72.25,-6.25,Station_192_215
-71.75,-6.25,Station_192_216
-71.25,-6.25,Station_192_217
-70.75,-6.25,Station_192_218
-70.25,-6.25,Station_192_219
-69.75,-6.25,Station_192_220
-69.25,-6.25,Station_192_221
-68.75,-6.25,Station_192_222
-68.25,-6.25,Station_192_223
-67.75,-6.25,Station_192_224
-67.25,-6.25,Station_192_225
-66.75,-6.25,Station_192_226
-66.25,-6.25,Station_192_227
-65.75,-6.25,Station_192_228
-65.25,-6.25,Station_192_229
-64.75,-6.25,Station_192_230
-64.25,-6.25,Station_192_231
-63.75,-6.25,Station_192_232
-63.25,-6.25,Station_192_233
-62.75,-6.25,Station_192_234
-62.25,-6.25,Station_192_235
-61.75,-6.25,Station_192_236
-61.25,-6.25,Station_192_237
-60.75,-6.25,Station_192_238
-60.25,-6.25,Station_192_239
-59.75,-6.25,Station_192_240
-59.25,-6.25,Station_192_241
-58.75,-6.25,Station_192_242
-58.25,-6.25,Station_192_243
-57.75,-6.25,Station_192_244
-57.25,-6.25,Station_192_245
-56.75,-6.25,Station_192_246
-56.25,-6.25,Station_192_247
-55.75,-6.25,Station_192_248
-55.25,-6.25,Station_192_249
-54.75,-6.25,Station_192_250
-54.25,-6.25,Station_192_251
-53.75,-6.25,Station_192_252
-53.25,-6.25,Station_192_253
-52.75,-6.25,Station_192_254
-52.25,-6.25,Station_192_255
-51.75,-6.25,Station_192_256
-51.25,-6.25,Station_192_257
-50.75,-6.25,Station_192_258
-50.25,-6.25,Station_192_259
-49.75,-6.25,Station_192_260
-77.25,-6.75,Station_193_205
-76.75,-6.75,Station_193_206
-75.75,-6.75,Station_193_208
-75.25,-6.75,Station_193_209
-74.75,-6.75,Station_193_210
-74.25,-6.75,Station_193_211
-73.75,-6.75,Station_193_212
-73.25,-6.75,Station_193_213
-72.75,-6.75,Station_193_214
-72.25,-6.75,Station_193_215
-71.75,-6.75,Station_193_216
-71.25,-6.75,Station_193_217
-70.75,-6.75,Station_193_218
-70.25,-6.75,Station_193_219
-69.75,-6.75,Station_193_220
-69.25,-6.75,Station_193_221
-68.75,-6.75,Station_193_222
-68.25,-6.75,Station_193_223
-67.75,-6.75,Station_193_224
-67.25,-6.75,Station_193_225
-66.75,-6.75,Station_193_226
-66.25,-6.75,Station_193_227
-65.75,-6.75,Station_193_228
-65.25,-6.75,Station_193_229
-64.75,-6.75,Station_193_230
-64.25,-6.75,Station_193_231
-63.75,-6.75,Station_193_232
-63.25,-6.75,Station_193_233
-62.75,-6.75,Station_193_234
-62.25,-6.75,Station_193_235
-61.75,-6.75,Station_193_236
-61.25,-6.75,Station_193_237
-60.75,-6.75,Station_193_238
-60.25,-6.75,Station_193_239
-59.75,-6.75,Station_193_240
-59.25,-6.75,Station_193_241
-58.75,-6.75,Station_193_242
-58.25,-6.75,Station_193_243
-57.75,-6.75,Station_193_244
-57.25,-6.75,Station_193_245
-56.75,-6.75,Station_193_246
-56.25,-6.75,Station_193_247
-55.75,-6.75,Station_193_248
-55.25,-6.75,Station_193_249
-54.75,-6.75,Station_193_250
-54.25,-6.75,Station_193_251
-53.75,-6.75,Station_193_252
-53.25,-6.75,Station_193_253
-52.75,-6.75,Station_193_254
-52.25,-6.75,Station_193_255
-51.75,-6.75,Station_193_256
-51.25,-6.75,Station_193_257
-50.75,-6.75,Station_193_258
-76.75,-7.25,Station_194_206
-76.25,-7.25,Station_194_207
-75.75,-7.25,Station_194_208
-75.25,-7.25,Station_194_209
-74.75,-7.25,Station_194_210
-74.25,-7.25,Station_194_211
-73.75,-7.25,Station_194_212
-73.25,-7.25,Station_194_213
-72.75,-7.25,Station_194_214
-72.25,-7.25,Station_194_215
-71.75,-7.25,Station_194_216
-71.25,-7.25,Station_194_217
-70.75,-7.25,Station_194_218
-70.25,-7.25,Station_194_219
-69.75,-7.25,Station_194_220
-69.25,-7.25,Station_194_221
-68.75,-7.25,Station_194_222
-68.25,-7.25,Station_194_223
-67.75,-7.25,Station_194_224
-67.25,-7.25,Station_194_225
-66.75,-7.25,Station_194_226
-66.25,-7.25,Station_194_227
-65.75,-7.25,Station_194_228
-65.25,-7.25,Station_194_229
-64.75,-7.25,Station_194_230
-64.25,-7.25,Station_194_231
-63.75,-7.25,Station_194_232
-63.25,-7.25,Station_194_233
-62.75,-7.25,Station_194_234
-62.25,-7.25,Station_194_235
-61.75,-7.25,Station_194_236
-61.25,-7.25,Station_194_237
-60.75,-7.25,Station_194_238
-60.25,-7.25,Station_194_239
-59.75,-7.25,Station_194_240
-59.25,-7.25,Station_194_241
-58.75,-7.25,Station_194_242
-58.25,-7.25,Station_194_243
-57.75,-7.25,Station_194_244
-57.25,-7.25,Station_194_245
-56.75,-7.25,Station_194_246
-56.25,-7.25,Station_194_247
-55.75,-7.25,Station_194_248
-55.25,-7.25,Station_194_249
-54.75,-7.25,Station_194_250
-54.25,-7.25,Station_194_251
-53.75,-7.25,Station_194_252
-53.25,-7.25,Station_194_253
-52.75,-7.25,Station_194_254
-52.25,-7.25,Station_194_255
-51.75,-7.25,Station_194_256
-51.25,-7.25,Station_194_257
-50.75,-7.25,Station_194_258
-76.75,-7.75,Station_195_206
-76.25,-7.75,Station_195_207
-75.75,-7.75,Station_195_208
-75.25,-7.75,Station_195_209
-74.75,-7.75,Station_195_210
-74.25,-7.75,Station_195_211
-73.75,-7.75,Station_195_212
-73.25,-7.75,Station_195_213
-72.75,-7.75,Station_195_214
-72.25,-7.75,Station_195_215
-71.75,-7.75,Station_195_216
-71.25,-7.75,Station_195_217
-70.75,-7.75,Station_195_218
-70.25,-7.75,Station_195_219
-69.75,-7.75,Station_195_220
-69.25,-7.75,Station_195_221
-68.75,-7.75,Station_195_222
-68.25,-7.75,Station_195_223
-67.75,-7.75,Station_195_224
-67.25,-7.75,Station_195_225
-66.75,-7.75,Station_195_226
-66.25,-7.75,Station_195_227
-65.75,-7.75,Station_195_228
-65.25,-7.75,Station_195_229
-64.75,-7.75,Station_195_230
-64.25,-7.75,Station_195_231
-63.75,-7.75,Station_195_232
-63.25,-7.75,Station_195_233
-62.75,-7.75,Station_195_234
-62.25,-7.75,Station_195_235
-61.75,-7.75,Station_195_236
-61.25,-7.75,Station_195_237
-60.75,-7.75,Station_195_238
-60.25,-7.75,Station_195_239
-59.75,-7.75,Station_195_240
-59.25,-7.75,Station_195_241
-58.75,-7.75,Station_195_242
-58.25,-7.75,Station_195_243
-57.75,-7.75,Station_195_244
-57.25,-7.75,Station_195_245
-56.75,-7.75,Station_195_246
-56.25,-7.75,Station_195_247
-55.75,-7.75,Station_195_248
-55.25,-7.75,Station_195_249
-54.75,-7.75,Station_195_250
-54.25,-7.75,Station_195_251
-53.75,-7.75,Station_195_252
-53.25,-7.75,Station_195_253
-52.75,-7.75,Station_195_254
-52.25,-7.75,Station_195_255
-51.75,-7.75,Station_195_256
-51.25,-7.75,Station_195_257
-50.75,-7.75,Station_195_258
-76.25,-8.25,Station_196_207
-75.75,-8.25,Station_196_208
-75.25,-8.25,Station_196_209
-74.75,-8.25,Station_196_210
-73.75,-8.25,Station_196_212
-73.25,-8.25,Station_196_213
-72.75,-8.25,Station_196_214
-72.25,-8.25,Station_196_215
-71.75,-8.25,Station_196_216
-71.25,-8.25,Station_196_217
-70.75,-8.25,Station_196_218
-70.25,-8.25,Station_196_219
-69.75,-8.25,Station_196_220
-69.25,-8.25,Station_196_221
-68.75,-8.25,Station_196_222
-68.25,-8.25,Station_196_223
-67.75,-8.25,Station_196_224
-67.25,-8.25,Station_196_225
-66.75,-8.25,Station_196_226
-66.25,-8.25,Station_196_227
-65.75,-8.25,Station_196_228
-65.25,-8.25,Station_196_229
-64.75,-8.25,Station_196_230
-64.25,-8.25,Station_196_231
-63.75,-8.25,Station_196_232
-63.25,-8.25,Station_196_233
-62.75,-8.25,Station_196_234
-62.25,-8.25,Station_196_235
-61.75,-8.25,Station_196_236
-61.25,-8.25,Station_196_237
-60.75,-8.25,Station_196_238
-60.25,-8.25,Station_196_239
-59.75,-8.25,Station_196_240
-59.25,-8.25,Station_196_241
-58.75,-8.25,Station_196_242
-58.25,-8.25,Station_196_243
-57.75,-8.25,Station_196_244
-57.25,-8.25,Station_196_245
-56.75,-8.25,Station_196_246
-56.25,-8.25,Station_196_247
-55.75,-8.25,Station_196_248
-55.25,-8.25,Station_196_249
-54.75,-8.25,Station_196_250
-54.25,-8.25,Station_196_251
-53.75,-8.25,Station_196_252
-53.25,-8.25,Station_196_253
-52.75,-8.25,Station_196_254
-52.25,-8.25,Station_196_255
-51.75,-8.25,Station_196_256
-51.25,-8.25,Station_196_257
-50.75,-8.25,Station_196_258
-76.25,-8.75,Station_197_207
-75.75,-8.75,Station_197_208
-75.25,-8.75,Station_197_209
-74.75,-8.75,Station_197_210
-74.25,-8.75,Station_197_211
-73.25,-8.75,Station_197_213
-72.75,-8.75,Station_197_214
-72.25,-8.75,Station_197_215
-71.75,-8.75,Station_197_216
-71.25,-8.75,Station_197_217
-70.75,-8.75,Station_197_218
-70.25,-8.75,Station_197_219
-69.75,-8.75,Station_197_220
-69.25,-8.75,Station_197_221
-68.75,-8.75,Station_197_222
-68.25,-8.75,Station_197_223
-67.75,-8.75,Station_197_224
-67.25,-8.75,Station_197_225
-66.75,-8.75,Station_197_226
-66.25,-8.75,Station_197_227
-65.75,-8.75,Station_197_228
-65.25,-8.75,Station_197_229
-64.75,-8.75,Station_197_230
-64.25,-8.75,Station_197_231
-63.75,-8.75,Station_197_232
-63.25,-8.75,Station_197_233
-62.75,-8.75,Station_197_234
-62.25,-8.75,Station_197_235
-61.75,-8.75,Station_197_236
-61.25,-8.75,Station_197_237
-60.75,-8.75,Station_197_238
-60.25,-8.75,Station_197_239
-59.75,-8.75,Station_197_240
-59.25,-8.75,Station_197_241
-58.75,-8.75,Station_197_242
-58.25,-8.75,Station_197_243
-57.75,-8.75,Station_197_244
-57.25,-8.75,Station_197_245
-56.75,-8.75,Station_197_246
-56.25,-8.75,Station_197_247
-55.75,-8.75,Station_197_248
-55.25,-8.75,Station_197_249
-54.75,-8.75,Station_197_250
-54.25,-8.75,Station_197_251
-53.75,-8.75,Station_197_252
-53.25,-8.75,Station_197_253
-52.75,-8.75,Station_197_254
-52.25,-8.75,Station_197_255
-51.75,-8.75,Station_197_256
-51.25,-8.75,Station_197_257
-50.75,-8.75,Station_197_258
-50.25,-8.75,Station_197_259
-49.75,-8.75,Station_197_260
-76.25,-9.25,Station_198_207
-75.75,-9.25,Station_198_208
-75.25,-9.25,Station_198_209
-74.75,-9.25,Station_198_210
-74.25,-9.25,Station_198_211
-73.75,-9.25,Station_198_212
-73.25,-9.25,Station_198_213
-72.75,-9.25,Station_198_214
-72.25,-9.25,Station_198_215
-71.75,-9.25,Station_198_216
-71.25,-9.25,Station_198_217
-70.75,-9.25,Station_198_218
-70.25,-9.25,Station_198_219
-69.75,-9.25,Station_198_220
-69.25,-9.25,Station_198_221
-68.75,-9.25,Station_198_222
-68.25,-9.25,Station_198_223
-67.75,-9.25,Station_198_224
-67.25,-9.25,Station_198_225
-66.75,-9.25,Station_198_226
-66.25,-9.25,Station_198_227
-65.75,-9.25,Station_198_228
-65.25,-9.25,Station_198_229
-64.75,-9.25,Station_198_230
-64.25,-9.25,Station_198_231
-63.75,-9.25,Station_198_232
-63.25,-9.25,Station_198_233
-62.75,-9.25,Station_198_234
-62.25,-9.25,Station_198_235
-61.75,-9.25,Station_198_236
-61.25,-9.25,Station_198_237
-60.75,-9.25,Station_198_238
-60.25,-9.25,Station_198_239
-59.75,-9.25,Station_198_240
-59.25,-9.25,Station_198_241
-58.75,-9.25,Station_198_242
-58.25,-9.25,Station_198_243
-57.75,-9.25,Station_198_244
-57.25,-9.25,Station_198_245
-56.75,-9.25,Station_198_246
-56.25,-9.25,Station_198_247
-55.75,-9.25,Station_198_248
-55.25,-9.25,Station_198_249
-54.75,-9.25,Station_198_250
-54.25,-9.25,Station_198_251
-53.75,-9.25,Station_198_252
-53.25,-9.25,Station_198_253
-52.75,-9.25,Station_198_254
-52.25,-9.25,Station_198_255
-51.75,-9.25,Station_198_256
-51.25,-9.25,Station_198_257
-50.75,-9.25,Station_198_258
-50.25,-9.25,Station_198_259
-49.75,-9.25,Station_198_260
-75.75,-9.75,Station_199_208
-75.25,-9.75,Station_199_209
-74.75,-9.75,Station_199_210
-74.25,-9.75,Station_199_211
-73.25,-9.75,Station_199_213
-72.75,-9.75,Station_199_214
-72.25,-9.75,Station_199_215
-71.75,-9.75,Station_199_216
-71.25,-9.75,Station_199_217
-70.75,-9.75,Station_199_218
-70.25,-9.75,Station_199_219
-69.75,-9.75,Station_199_220
-69.25,-9.75,Station_199_221
-68.75,-9.75,Station_199_222
-68.25,-9.75,Station_199_223
-67.75,-9.75,Station_199_224
-67.25,-9.75,Station_199_225
-66.75,-9.75,Station_199_226
-66.25,-9.75,Station_199_227
-65.75,-9.75,Station_199_228
-65.25,-9.75,Station_199_229
-64.75,-9.75,Station_199_230
-64.25,-9.75,Station_199_231
-63.75,-9.75,Station_199_232
-63.25,-9.75,Station_199_233
-62.75,-9.75,Station_199_234
-62.25,-9.75,Station_199_235
-61.75,-9.75,Station_199_236
-61.25,-9.75,Station_199_237
-60.75,-9.75,Station_199_238
-60.25,-9.75,Station_199_239
-59.75,-9.75,Station_199_240
-59.25,-9.75,Station_199_241
-58.75,-9.75,Station_199_242
