2041,1,1,40.824776,28.625366,22.865387
2041,1,2,17.33672,27.707,22.584503
2041,1,3,37.761147,28.254852,22.929962
2041,1,4,48.79573,28.693024,22.609344
2041,1,5,36.035088,28.875336,22.191986
2041,1,6,42.47347,28.91156,22.5513
2041,1,7,38.68046,27.981354,22.634796
2041,1,8,39.752693,28.376099,22.404968
2041,1,9,30.187775,28.439484,22.012512
2041,1,10,33.59014,28.111816,22.140411
2041,1,11,31.264238,28.692108,22.0513
2041,1,12,40.543434,28.82367,22.16452
2041,1,13,29.789902,29.120758,21.41809
2041,1,14,30.39524,29.700012,21.809296
2041,1,15,23.451096,29.956085,22.322449
2041,1,16,10.525218,29.50357,22.135162
2041,1,17,15.851475,29.817993,22.041199
2041,1,18,24.055538,29.486786,22.335083
2041,1,19,17.136627,30.144928,22.58667
2041,1,20,18.998194,30.379425,22.1698
2041,1,21,11.747822,29.394043,22.55777
2041,1,22,9.263667,29.051758,22.666992
2041,1,23,7.1959157,29.7948,22.906403
2041,1,24,2.3369167,29.581116,21.88089
2041,1,25,4.8249702,30.67575,22.922333
2041,1,26,15.955006,30.177063,23.56546
2041,1,27,19.330046,30.006714,23.21051
2041,1,28,10.013633,29.152924,22.992737
2041,1,29,13.052445,28.68991,23.240814
2041,1,30,19.354755,29.30719,23.212921
2041,1,31,28.770014,27.953705,22.668457
2041,2,1,24.005272,28.749573,23.442108
2041,2,2,11.110119,28.965668,23.216858
2041,2,3,11.432309,27.611053,22.880585
2041,2,4,19.171076,27.29004,22.694214
2041,2,5,9.184496,28.884613,21.786926
2041,2,6,10.566974,29.44049,22.737915
2041,2,7,17.651745,29.542908,23.464233
2041,2,8,32.840527,29.790344,23.58197
2041,2,9,8.612072,29.32022,22.966064
2041,2,10,5.3780513,29.938782,23.188324
2041,2,11,8.788245,30.557373,22.604187
2041,2,12,15.915289,30.374847,22.668396
2041,2,13,23.548721,30.419952,23.89328
2041,2,14,17.16282,30.009705,23.931091
2041,2,15,18.518219,30.258423,23.256989
2041,2,16,15.182172,30.258667,24.114777
2041,2,17,16.416452,30.852722,23.765533
2041,2,18,8.574133,30.58963,23.195557
2041,2,19,10.514902,30.912048,23.405365
2041,2,20,23.098593,30.23648,23.75174
2041,2,21,13.677397,30.233276,23.940247
2041,2,22,26.147453,28.785187,23.779755
2041,2,23,18.793447,29.586182,23.761139
2041,2,24,18.649641,30.63916,24.06076
2041,2,25,20.822552,30.134735,23.830658
2041,2,26,17.699295,29.86792,23.710236
2041,2,27,39.82521,29.41446,23.23761
2041,2,28,14.551382,28.822693,23.18332
2041,3,1,19.165215,30.184692,23.73526
2041,3,2,13.859574,30.193115,23.167938
2041,3,3,3.7602897,30.356323,22.234314
2041,3,4,11.089125,30.797302,22.781708
2041,3,5,9.759763,31.167084,23.832886
2041,3,6,9.253714,30.952179,24.150848
2041,3,7,2.6764069,30.482635,23.179565
2041,3,8,4.855279,30.63678,22.816437
2041,3,9,8.340603,30.520233,23.147614
2041,3,10,20.817188,29.274506,23.193909
2041,3,11,14.256985,30.219788,23.63858
2041,3,12,8.339601,29.933716,22.791687
2041,3,13,7.497936,30.467773,22.842163
2041,3,14,5.359602,30.50058,23.461578
2041,3,15,3.4468174,30.682617,22.616455
2041,3,16,4.7742925,30.540527,23.156006
2041,3,17,7.9191957,30.574799,23.042633
2041,3,18,10.567699,30.653595,23.09021
2041,3,19,6.059158,30.23465,23.424438
2041,3,20,1.6040231,30.397491,22.696045
2041,3,21,2.2284467,30.981049,23.20456
2041,3,22,9.362528,30.84845,23.101288
2041,3,23,8.167113,31.143188,23.045013
2041,3,24,13.02304,30.568573,24.070648
2041,3,25,11.719711,31.213348,23.634583
2041,3,26,16.8533,30.908966,24.062744
2041,3,27,12.494722,30.855255,23.535767
2041,3,28,16.328663,30.601227,23.915161
2041,3,29,2.3033724,28.69455,23.82074
2041,3,30,13.342697,29.9375,23.828003
2041,3,31,15.721446,30.618835,23.325165
2041,4,1,10.107414,31.17096,24.046936
2041,4,2,8.896601,31.2872,22.974976
2041,4,3,6.4173455,31.376556,23.170685
2041,4,4,9.167382,31.959595,22.944183
2041,4,5,10.782022,31.868713,23.70221
