day,cue,rnpp,csoil_sum,csoil_1,csoil_2,csoil_3,csoil_4,aresp,photo
1901-01-01,0.4126096,2.6172667,11295.62,41.715755,463.5268,1108.1293,9682.248,1.5407352,2.5569599
1901-01-02,0.46931788,3.1745331,11295.624,41.705997,463.53174,1108.1317,9682.255,inf,2.8265269
1901-01-03,0.46492115,3.5186646,11295.676,41.722927,463.55777,1108.134,9682.261,1.933357,2.8024971
1901-01-04,0.45795998,3.302707,11295.707,41.72823,463.57507,1108.1365,9682.268,inf,2.7676632
1901-01-05,0.4811794,3.6728497,11295.715,41.719685,463.58136,1108.1389,9682.274,9.513261,2.8943233
1901-01-06,0.47721466,3.5965834,11295.677,41.6869,463.5676,1108.1414,9682.281,5.0679617,2.8763611
1901-01-07,0.508448,3.9539344,11295.627,41.647655,463.54697,1108.1438,9682.288,1.5452397,3.0616376
1901-01-08,0.46320686,3.2622478,11295.591,41.617653,463.53204,1108.1462,9682.295,1.5500567,2.7968647
1901-01-09,0.4411704,3.0487065,11295.558,41.589695,463.5173,1108.1487,9682.302,6.812651,2.6871052
1901-01-10,0.46317485,3.379445,11295.557,41.580326,463.51636,1108.151,9682.309,1.6967175,2.7925057
1901-01-11,0.49340236,3.8488436,11295.584,41.58722,463.52826,1108.1533,9682.315,14.5983715,2.9630027
1901-01-12,0.4637123,3.3710003,11295.629,41.603302,463.5479,1108.1558,9682.322,1.5292361,2.798702
1901-01-13,0.48729503,3.7340782,11295.689,41.62759,463.57498,1108.1581,9682.329,2.027659,2.9237936
1901-01-14,0.46955764,3.4737675,11295.76,41.65657,463.60684,1108.1605,9682.336,1.5289925,2.8277252
1901-01-15,0.46766135,3.4521363,11295.83,41.685097,463.63968,1108.1628,9682.343,1.5309312,2.8215759
1901-01-16,0.36273316,2.2172148,11295.933,41.730762,463.68753,1108.1653,9682.349,1.5281851,2.3596468
1901-01-17,0.47019464,3.4724364,11295.9375,41.721157,463.69257,1108.1678,9682.355,1.5259285,2.8242252
1901-01-18,0.47318307,3.5182247,11295.946,41.71402,463.6992,1108.1705,9682.362,1.5268359,2.8421178
1901-01-19,0.47013503,3.4850152,11295.904,41.678993,463.68277,1108.1731,9682.369,1.5299585,2.832821
1901-01-20,0.49156868,3.7853076,11295.837,41.63098,463.65408,1108.1758,9682.376,1.5335629,2.9552689
1901-01-21,0.5151135,4.202412,11295.788,41.59418,463.63232,1108.1783,9682.383,5.2405324,3.1006992
1901-01-22,0.4482306,3.1804535,11295.805,41.594612,463.63916,1108.1808,9682.39,1.5291166,2.7189453
