day,cue,rnpp,csoil_sum,csoil_1,csoil_2,csoil_3,csoil_4,aresp,photo
1901-01-01,0.43227637,2.3576205,10991.099,41.754246,454.83026,1078.4485,9416.065,1.5100937,2.5360277
1901-01-02,0.45027626,3.2046375,10991.16,41.751743,454.8802,1078.4556,9416.072,inf,2.617533
1901-01-03,0.46283332,3.2731187,10991.177,41.724594,454.91037,1078.4629,9416.079,inf,2.6802745
1901-01-04,0.5015103,3.8509376,10991.141,41.668015,454.91605,1078.4702,9416.086,inf,2.9038513
1901-01-05,0.4750011,3.409701,10991.089,41.60487,454.91364,1078.4778,9416.093,1.4699883,2.750545
1901-01-06,0.43116918,2.8723042,10991.083,41.568836,454.92957,1078.4851,9416.1,1.4664607,2.5357506
1901-01-07,0.48909846,3.586263,10991.066,41.52783,454.93985,1078.4924,9416.106,1.4730897,2.8274558
1901-01-08,0.46749306,2.808954,10991.015,41.467724,454.93286,1078.5,9416.114,inf,2.7122355
1901-01-09,0.512961,4.2224565,10991.027,41.445793,454.9535,1078.5073,9416.121,1.4759976,2.9641328
1901-01-10,0.46943098,3.4461925,10991.047,41.42811,454.97623,1078.5146,9416.128,4.209484,2.7195287
1901-01-11,0.40140322,2.5272102,10991.129,41.445747,455.02615,1078.5219,9416.135,27.484966,2.4086995
1901-01-12,0.46829385,3.3381312,10991.213,41.464367,455.0775,1078.529,9416.142,1.4653065,2.7114677
1901-01-13,0.50284153,3.850313,10991.163,41.407967,455.0699,1078.5367,9416.148,1.465587,2.9017346
1901-01-14,0.39487925,2.4616416,10991.187,41.39386,455.093,1078.5442,9416.155,1.4648494,2.3855844
1901-01-15,0.42502227,2.7847223,10991.224,41.388153,455.12213,1078.5516,9416.162,1.4634486,2.5043862
1901-01-16,0.4557815,3.1661131,10991.272,41.38881,455.15598,1078.5591,9416.169,1.46423,2.646628
1901-01-17,0.5005685,3.8162973,10991.295,41.374847,455.17813,1078.5667,9416.176,1.4656138,2.889211
1901-01-18,0.4547383,3.15732,10991.286,41.343796,455.18573,1078.5743,9416.183,1.4665024,2.6456616
1901-01-19,0.4828714,3.5409956,10991.301,41.326717,455.2031,1078.582,9416.189,1.4647337,2.786267
1901-01-20,0.44717246,3.0552018,10991.37,41.340145,455.2439,1078.5895,9416.196,1.4636858,2.604925
1901-01-21,0.46445665,3.2779374,10991.465,41.36816,455.29688,1078.597,9416.203,1.4631346,2.6870282
1901-01-22,0.5015844,3.8353753,10991.545,41.386932,455.3436,1078.6046,9416.21,1.4662579,2.896939
1901-01-23,0.42431906,2.7316852,10991.647,41.41792,455.4007,1078.6122,9416.217,1.4691843,2.5050063
1901-01-24,0.47553673,3.437147,10991.767,41.457237,455.46576,1078.6199,9416.224,6.170152,2.7471302
1901-01-25,0.47858846,3.4806502,10991.862,41.482693,455.52127,1078.6276,9416.23,1.4649175,2.763976
1901-01-26,0.4611967,3.2416694,10991.968,41.5131,455.5817,1078.6354,9416.237,1.4644125,2.6747565
1901-01-27,0.4724801,3.3938134,10992.053,41.53184,455.634,1078.6433,9416.244,1.464162,2.7309594
1901-01-28,0.32392356,1.804296,10992.124,41.54195,455.67978,1078.6512,9416.251,1.461582,2.1331913
1901-01-29,0.4585843,3.2007372,10992.23,41.5718,455.7418,1078.6592,9416.258,1.462099,2.6572905
1901-01-30,0.4718401,3.3808322,10992.32,41.59133,455.79678,1078.6674,9416.265,1.463418,2.7254803
1901-01-31,0.50853777,3.9355323,10992.424,41.618694,455.85876,1078.6754,9416.271,1.4635458,2.9314349
1901-02-01,0.43468302,2.9021108,10992.504,41.63137,455.90994,1078.6837,9416.278,1.4641744,2.5486321
1901-02-02,0.48946738,3.6480832,10992.542,41.621128,455.9434,1078.6921,9416.285,1.4662005,2.827429
1901-02-03,0.50103545,3.8383489,10992.54,41.58865,455.95853,1078.7007,9416.292,1.4681793,2.8999448
1901-02-04,0.28715813,1.5145711,10992.511,41.54193,455.96027,1078.7094,9416.299,1.4609436,2.0196
1901-02-05,0.44525915,3.015836,10992.569,41.54502,455.99976,1078.7178,9416.307,1.4589279,2.5856757
1901-02-06,0.38695288,2.3650608,10992.672,41.574043,456.05978,1078.7261,9416.3125,1.458053,2.3429627
1901-02-07,0.47853506,3.461474,10992.794,41.611843,456.12805,1078.7344,9416.319,1.4594235,2.7515125
1901-02-08,0.44329852,2.9994042,10992.881,41.629635,456.1818,1078.7429,9416.326,1.4610951,2.5816815
1901-02-09,0.48341098,3.5481174,10992.918,41.61925,456.2138,1078.7517,9416.333,1.4635042,2.7876508
1901-02-10,0.5039765,3.884621,10992.877,41.565304,456.21057,1078.7607,9416.341,1.4663817,2.9153674
1901-02-11,0.46289673,3.2854466,10992.734,41.4562,456.16064,1078.77,9416.348,1.469723,2.6963851
1901-02-12,0.45008877,3.1055267,10992.57,41.337395,456.09763,1078.7793,9416.355,1.4688919,2.628836
1901-02-13,0.4841963,3.562011,10992.533,41.29335,456.08893,1078.7881,9416.362,1.4646956,2.7940028
1901-02-14,0.5073803,3.925852,10992.533,41.271416,456.09595,1078.7969,9416.369,1.4651046,2.9294224
1901-02-15,0.47097993,3.3767588,10992.5205,41.24204,456.09586,1078.8057,9416.377,1.4661956,2.7267613
1901-02-16,0.44552264,3.0414214,10992.479,41.19778,456.0822,1078.8145,9416.384,1.4674212,2.6035953
1901-02-17,0.46051052,3.242739,10992.39,41.12838,456.04626,1078.8234,9416.392,1.468763,2.679602
1901-02-18,0.47521403,3.4410665,10992.321,41.072495,456.01788,1078.8323,9416.398,1.467252,2.75169
1901-02-19,0.5023742,3.8676062,10992.236,41.008835,455.98062,1078.8412,9416.405,1.4688597,2.9114912
1901-02-20,0.45024034,3.101886,10992.21,40.9792,455.96783,1078.8497,9416.413,1.467401,2.6259754
1901-02-21,0.46165413,3.2519178,10992.221,40.97107,455.97113,1078.8583,9416.42,1.466783,2.6809685
1901-02-22,0.47161534,3.3863187,10992.263,40.98088,455.98853,1078.8668,9416.427,1.4659787,2.7300093
1901-02-23,0.5078378,3.931608,10992.342,41.01051,456.02255,1078.8751,9416.434,1.4657035,2.9320347
1901-02-24,0.4988461,3.7941396,10992.402,41.02893,456.0487,1078.8837,9416.441,1.4672658,2.8826222
1901-02-25,0.5112493,3.989552,10992.437,41.032642,456.06375,1078.8922,9416.448,1.4664891,2.9542942
1901-02-26,0.46489677,3.2936502,10992.465,41.033066,456.0762,1078.9009,9416.455,1.4670291,2.6967468
1901-02-27,0.47181162,3.3886113,10992.506,41.040386,456.09424,1078.9094,9416.462,1.4666274,2.7315483
1901-02-28,0.48354053,3.5565298,10992.588,41.07017,456.1307,1078.9178,9416.469,1.4661539,2.7933047
1901-03-01,0.45188397,3.124115,10992.684,41.107418,456.17456,1078.9264,9416.476,1.466313,2.6330502
1901-03-02,0.31516075,1.7328359,10992.688,41.092453,456.17758,1078.935,9416.483,1.4629182,2.1069734
1901-03-03,0.5083399,3.9431286,10992.72,41.093105,456.19263,1078.9438,9416.49,1.4658059,2.936488
1901-03-04,0.46695828,3.3138466,10992.759,41.0981,456.21118,1078.9525,9416.497,1.4646811,2.7019463
1901-03-05,0.49704534,3.7652934,10992.778,41.092003,456.2209,1078.9613,9416.504,1.466978,2.871708
1901-03-06,0.4939388,3.7144835,10992.803,41.0885,456.23242,1078.9701,9416.512,1.4669399,2.8527846
1901-03-07,0.4845791,3.5704713,10992.85,41.097748,456.25397,1078.9788,9416.519,1.466516,2.798973
1901-03-08,0.50906205,3.9726186,10992.864,41.089497,456.26178,1078.9877,9416.525,1.4696678,2.9512484
1901-03-09,0.4700553,3.3654122,10992.895,41.089016,456.27542,1078.9965,9416.533,1.467809,2.7241778
1901-03-10,0.49141687,3.686683,10992.891,41.070667,456.27454,1079.0054,9416.54,1.4691871,2.8447838
