day,cue,rnpp,csoil_sum,csoil_1,csoil_2,csoil_3,csoil_4,aresp,photo
1901-01-01,0.4674201,3.1299763,11717.816,41.86046,473.9814,1146.3325,10055.643,1.5325341,2.7797232
1901-01-02,0.47926107,3.4996274,11717.731,41.827198,473.9289,1146.3278,10055.647,inf,2.8477883
1901-01-03,0.4797899,3.1092482,11717.617,41.779335,473.86276,1146.323,10055.652,inf,2.851399
1901-01-04,0.4367701,3.048214,11717.465,41.711243,473.7779,1146.3181,10055.657,27.084501,2.6374104
1901-01-05,0.38934562,2.4413857,11717.243,41.60784,473.6605,1146.313,10055.662,15.755374,2.43847
1901-01-06,0.40226558,2.5687814,11717.101,41.549698,473.5764,1146.3077,10055.667,1.5107024,2.4802978
1901-01-07,0.49627194,3.804538,11716.98,41.504925,473.5007,1146.3025,10055.673,1.5130115,2.9439645
1901-01-08,0.5047745,3.9413261,11716.871,41.467014,473.42877,1146.2971,10055.678,1.5133861,2.9953647
1901-01-09,0.50076926,3.8518429,11716.748,41.423283,473.35043,1146.2916,10055.683,1.5178063,2.975121
1901-01-10,0.48903993,3.6917007,11716.639,41.38819,473.2775,1146.286,10055.6875,2.8666587,2.902604
1901-01-11,0.49720407,3.8406255,11716.506,41.340782,473.19284,1146.2803,10055.692,1.5167258,2.9606183
1901-01-12,0.45844322,3.318801,11716.297,41.25312,473.07224,1146.2744,10055.697,1.5209394,2.7691848
1901-01-13,0.48624998,3.695374,11716.064,41.154713,472.93854,1146.2682,10055.703,1.5215349,2.9107363
1901-01-14,0.48551407,3.6484683,11715.891,41.091053,472.82977,1146.262,10055.708,1.5168856,2.8894868
1901-01-15,0.4534465,3.1905038,11715.777,41.061153,472.74707,1146.2557,10055.713,1.5146389,2.7165763
1901-01-16,0.49137038,3.7336712,11715.676,41.03892,472.6696,1146.2494,10055.718,1.5157324,2.9205391
1901-01-17,0.48355758,3.615654,11715.578,41.019283,472.59357,1146.2429,10055.723,1.51623,2.876596
1901-01-18,0.47688508,3.5103583,11715.508,41.01461,472.52972,1146.2365,10055.728,1.5148014,2.835955
1901-01-19,0.48875967,3.707926,11715.416,40.998318,472.4559,1146.2299,10055.732,1.5178242,2.9122183
1901-01-20,0.46288547,3.3616445,11715.314,40.976086,472.37668,1146.2231,10055.738,1.5181334,2.7828662
1901-01-21,0.46290833,3.365649,11715.195,40.945625,472.2897,1146.2163,10055.743,1.5196931,2.7857988
1901-01-22,0.4230797,2.8866029,11715.032,40.892616,472.18246,1146.2092,10055.748,1.5221044,2.60891
1901-01-23,0.45344117,3.2434556,11714.911,40.863136,472.09302,1146.2021,10055.753,1.5196695,2.7401109
1901-01-24,0.43406174,2.9549441,11714.807,40.842964,472.0105,1146.1951,10055.758,1.5198044,2.6328437
1901-01-25,0.46809903,3.4124475,11714.695,40.820007,471.92477,1146.1877,10055.763,1.5219599,2.8061368
1901-01-26,0.4896068,3.7158253,11714.612,40.812946,471.85165,1146.1803,10055.768,1.5194086,2.9171305
1901-01-27,0.3130814,1.7254897,11714.54,40.810913,471.78375,1146.173,10055.772,1.5147443,2.166462
1901-01-28,0.48286417,3.6215813,11714.477,40.81424,471.7198,1146.1655,10055.777,1.5188426,2.8809075
1901-01-29,0.44511774,3.1209674,11714.369,40.79339,471.6358,1146.1578,10055.782,1.5214206,2.6960745
1901-01-30,0.49617583,3.8077068,11714.316,40.802433,471.57635,1146.1501,10055.787,1.5174265,2.9496691
1901-01-31,0.5163232,4.1351233,11714.303,40.83261,471.53555,1146.1425,10055.792,1.5173295,3.0720596
1901-02-01,0.4093437,2.6579607,11714.247,40.839016,471.47675,1146.1348,10055.797,1.5200677,2.5222845
1901-02-02,0.4823995,3.65252,11714.143,40.81876,471.39536,1146.1267,10055.802,1.5241643,2.8972132
1901-02-03,0.47122827,3.4415038,11714.082,40.822773,471.334,1146.1188,10055.807,1.5194243,2.8146338
1901-02-04,0.4901585,3.7489247,11713.987,40.80818,471.2572,1146.1106,10055.812,1.5242329,2.933724
1901-02-05,0.4051378,2.6025949,11713.932,40.814705,471.19843,1146.1025,10055.816,1.515087,2.4975421
1901-02-06,0.510493,4.035097,11713.932,40.85085,471.16498,1146.0945,10055.821,1.516921,3.0341985
1901-02-07,0.45391396,3.1848273,11713.962,40.902443,471.14694,1146.0864,10055.826,1.5151953,2.7149384
1901-02-08,0.42670503,2.866047,11713.929,40.918285,471.1012,1146.0782,10055.831,1.5206957,2.6004713
1901-02-09,0.4595398,3.33949,11713.822,40.8944,471.02243,1146.0698,10055.836,1.5249213,2.7809377
1901-02-10,0.4814911,3.6186936,11713.747,40.887592,470.95728,1146.0614,10055.841,1.5218577,2.8826873
1901-02-11,0.4844563,3.6447413,11713.709,40.90128,470.9094,1146.053,10055.846,1.5209956,2.8918672
1901-02-12,0.4902811,3.725321,11713.693,40.926506,470.87216,1146.0444,10055.851,1.5209972,2.9223711
1901-02-13,0.47814798,3.549922,11713.65,40.935955,470.823,1146.0359,10055.855,1.5221646,2.858225
1901-02-14,0.49079326,3.7525008,11713.597,40.93968,470.76956,1146.0272,10055.86,1.5234342,2.9344037
1901-02-15,0.50193214,3.9378796,11713.54,40.94146,470.71487,1146.0184,10055.865,1.5245458,3.0046728
1901-02-16,0.4442583,3.1046724,11713.463,40.931847,470.6511,1146.0096,10055.87,1.5258223,2.694529
1901-02-17,0.4862209,3.7331688,11713.365,40.911495,470.5778,1146.0007,10055.875,1.5286254,2.9316866
1901-02-18,0.4502916,3.2527397,11713.22,40.86573,470.48236,1145.9915,10055.88,1.5316238,2.7548687
1901-02-19,0.44721025,3.1915188,11713.126,40.84916,470.40985,1145.9823,10055.885,1.5283635,2.729114
1901-02-20,0.4608797,3.3820536,11713.039,40.836308,470.33997,1145.973,10055.89,1.5306581,2.8023832
1901-02-21,0.4874378,3.7204177,11712.992,40.845562,470.2884,1145.9639,10055.895,1.5287218,2.9274282
1901-02-22,0.45600206,3.2876818,11712.918,40.83965,470.2248,1145.9545,10055.899,1.5322379,2.7689576
1901-02-23,0.4687993,3.4667277,11712.859,40.841747,470.16785,1145.9451,10055.904,1.5317947,2.8353884
1901-02-24,0.45442897,3.2486966,11712.815,40.852085,470.11835,1145.9357,10055.909,1.530868,2.7533216
1901-02-25,0.4370863,2.9967446,11712.845,40.901398,470.10284,1145.9264,10055.914,1.5260355,2.6550038
1901-02-26,0.48961705,3.7434015,11712.9375,40.98445,470.11813,1145.9172,10055.918,1.5265594,2.9340672
1901-02-27,0.4638615,3.38002,11713.047,41.07364,470.14264,1145.9082,10055.923,1.5281417,2.7996554
1901-02-28,0.45478514,3.2505448,11713.166,41.16557,470.17355,1145.8993,10055.928,1.528523,2.751697
1901-03-01,0.49363127,3.7872021,11713.284,41.255455,470.20676,1145.8904,10055.932,1.5260893,2.9505978
1901-03-02,0.48611772,3.7094274,11713.388,41.33457,470.23502,1145.8815,10055.937,1.5301917,2.9246953
1901-03-03,0.44699478,3.135449,11713.486,41.410023,470.26385,1145.8726,10055.94,1.529096,2.7095218
1901-03-04,0.4726442,3.5051835,11713.624,41.503464,470.3111,1145.8639,10055.945,1.5287917,2.8471005
1901-03-05,0.42382172,2.856908,11713.784,41.6073,470.37115,1145.8553,10055.95,1.5288726,2.6050022
1901-03-06,0.42280394,2.833603,11713.961,41.71839,470.44174,1145.8469,10055.954,1.529638,2.5972402
1901-03-07,0.4997669,3.8682783,11714.2295,41.87657,470.55576,1145.8387,10055.958,1.5235246,2.9788005
1901-03-08,0.48833504,3.7031054,11714.414,41.985237,470.63556,1145.8306,10055.963,1.5256199,2.9192142
1901-03-09,0.3648011,2.2048106,11714.481,42.026585,470.66467,1145.8223,10055.968,1.5250124,2.3584778
1901-03-10,0.4879178,3.6882784,11714.593,42.091892,470.7151,1145.814,10055.972,1.5234896,2.9116251
1901-03-11,0.46214887,3.3444586,11714.612,42.104836,470.7255,1145.8055,10055.977,1.5307057,2.7898195
1901-03-12,0.34001666,1.96342,11714.561,42.07788,470.70377,1145.7971,10055.981,1.521534,2.2637062
1901-03-13,0.38270286,2.377348,11714.523,42.0609,470.68906,1145.7886,10055.985,1.5218507,2.4201417
1901-03-14,0.34133765,1.9809208,11715.314,42.4976,471.0452,1145.7823,10055.989,1.5224495,2.271156
1901-03-15,0.4638759,3.3520567,11715.986,42.861008,471.35626,1145.776,10055.993,1.5240046,2.7864952
1901-03-16,0.48668724,3.6844983,11716.625,43.19953,471.6597,1145.7699,10055.996,1.5258605,2.9123547
1901-03-17,0.52145046,4.2669883,11717.238,43.51673,471.95776,1145.764,10056.0,1.5291538,3.1325183
1901-03-18,0.5239722,4.2990074,11717.851,43.827217,472.2613,1145.7585,10056.004,1.52786,3.1435711
1901-03-19,0.48250553,3.6262765,11718.431,44.113586,472.55597,1145.7533,10056.008,1.5286385,2.8931181
1901-03-20,0.50804776,4.0374565,11718.949,44.360146,472.8296,1145.7483,10056.012,1.5305511,3.0484416
1901-03-21,0.47555906,3.521855,11719.268,44.48809,473.02036,1145.7432,10056.016,1.5272751,2.8532112
1901-03-22,0.41338348,2.7254176,11719.505,44.568645,473.17868,1145.7383,10056.02,1.5280921,2.5563824
1901-03-23,0.4093695,2.6735525,11719.719,44.63404,473.32803,1145.7334,10056.023,1.5256582,2.5346348
1901-03-24,0.5243844,4.334096,11719.876,44.66485,473.45428,1145.7286,10056.028,1.5328264,3.1611853
1901-03-25,0.48964393,3.7340724,11720.039,44.699013,473.5836,1145.724,10056.032,1.529276,2.9340584
1901-03-26,0.50743955,4.023698,11720.196,44.729397,473.71103,1145.7196,10056.036,1.5305283,3.0433352
1901-03-27,0.49502796,3.8343139,11720.35,44.756485,473.83667,1145.7153,10056.041,1.5328076,2.9744792
1901-03-28,0.509686,4.066144,11720.494,44.779022,473.95966,1145.711,10056.045,1.5320594,3.060686
1901-03-29,0.4440112,3.0985239,11720.643,44.80247,474.08313,1145.7072,10056.05,1.5318307,2.6990707
1901-03-30,0.44939885,3.1663048,11720.822,44.844097,474.22092,1145.7032,10056.054,1.5308298,2.7234926
1901-03-31,0.4974977,3.892509,11720.986,44.87614,474.3531,1145.6996,10056.058,1.5354823,2.99845
1901-04-01,0.507105,4.031075,11721.169,44.91731,474.4931,1145.696,10056.0625,1.5337559,3.0489678
1901-04-02,0.51950693,4.2566833,11721.208,44.876266,474.57233,1145.6926,10056.066,1.5367253,3.136147
1901-04-03,0.5164686,4.1955924,11721.062,44.73105,474.57056,1145.689,10056.071,1.5359428,3.1129568
1901-04-04,0.52259415,4.3204765,11720.901,44.581303,474.5588,1145.6853,10056.076,1.5383368,3.1613228
1901-04-05,0.47429904,3.5788105,11720.722,44.425312,474.5349,1145.6816,10056.08,1.5408792,2.8861544
1901-04-06,0.47138152,3.5426784,11720.543,44.27298,474.50665,1145.678,10056.085,1.5425509,2.8742144
1901-04-07,0.49929523,3.9411507,11720.379,44.133514,474.4817,1145.6743,10056.09,1.5419922,3.0229821
1901-04-08,0.4235947,2.8470423,11720.327,44.06029,474.50113,1145.6707,10056.095,1.5361267,2.6090379
1901-04-09,0.40490717,2.6279478,11720.349,44.031487,474.55157,1145.6671,10056.099,1.5354818,2.5264735
