day,cue,rnpp,csoil_sum,csoil_1,csoil_2,csoil_3,csoil_4,aresp,photo
1901-01-01,0.28425702,1.3504121,11457.062,42.68721,472.94763,1121.8644,9819.5625,1.6114388,2.155624
1901-01-02,0.3691437,2.335217,11457.2295,42.763535,473.02774,1121.871,9819.567,2.2294405,2.4552176
1901-01-03,0.49757874,3.972071,11457.318,42.793175,473.07352,1121.878,9819.573,7.1919394,3.0903418
1901-01-04,0.4642676,3.4459243,11457.381,42.807903,473.1083,1121.8851,9819.579,1.6031772,2.895365
1901-01-05,0.48287493,3.3312902,11457.507,42.857956,473.17218,1121.8921,9819.585,1.6407838,2.995575
1901-01-06,0.4654582,3.1544108,11457.63,42.905155,473.23572,1121.8992,9819.59,1.6515864,2.9004407
1901-01-07,0.43360174,3.2647552,11457.75,42.949566,473.29883,1121.9062,9819.596,2.3964498,2.7350368
1901-01-08,0.5033814,4.1623874,11457.83,42.970192,473.34482,1121.9136,9819.602,1.6059387,3.124827
1901-01-09,0.46998298,3.6163454,11457.815,42.93774,473.3489,1121.9211,9819.607,1.9530574,2.9328434
1901-01-10,0.47056553,3.5825946,11457.84,42.928,473.36966,1121.9286,9819.613,20.858316,2.9337378
1901-01-11,0.3520192,2.1198962,11457.949,42.966164,473.4282,1121.9359,9819.619,30.044636,2.3960843
1901-01-12,0.4621712,3.4283807,11458.105,43.029465,473.50845,1121.9431,9819.625,1.9561415,2.876388
1901-01-13,0.36642417,2.275919,11458.231,43.074425,473.5764,1121.9506,9819.63,1.5974696,2.449341
1901-01-14,0.4446525,3.167179,11458.365,43.122555,473.64874,1121.958,9819.636,1.6004504,2.7906916
1901-01-15,0.4874646,3.7920947,11458.479,43.15837,473.7133,1121.9657,9819.642,1.6025217,3.0262578
1901-01-16,0.5203993,4.3959403,11458.57,43.180775,473.76855,1121.9734,9819.647,1.8109467,3.240858
1901-01-17,0.4759365,3.6592453,11458.647,43.195118,473.81808,1121.9813,9819.653,1.6029962,2.965434
1901-01-18,0.446981,3.2252555,11458.674,43.1808,473.8451,1121.9893,9819.659,1.6011336,2.804761
1901-01-19,0.41107664,2.7616768,11458.81,43.228153,473.9205,1121.9971,9819.664,2.2852106,2.6313515
1901-01-20,0.47782037,3.6592686,11459.018,43.31403,474.0285,1122.0048,9819.67,1.597547,2.9646149
1901-01-21,0.49129754,3.8741665,11459.219,43.394547,474.13565,1122.0126,9819.676,1.5982878,3.0451362
1901-01-22,0.36968803,2.3083887,11459.389,43.456936,474.23114,1122.0205,9819.681,1.5978478,2.4628015
1901-01-23,0.47205743,3.580457,11459.482,43.473774,474.29327,1122.0289,9819.687,1.600076,2.9377873
1901-01-24,0.43712562,3.0911613,11459.6,43.50358,474.36597,1122.0372,9819.692,1.6004504,2.7565238
1901-01-25,0.46583277,3.4819868,11459.793,43.575672,474.47324,1122.0454,9819.698,1.5982478,2.8994741
1901-01-26,0.40352175,2.6760573,11459.955,43.629383,474.56857,1122.0538,9819.703,1.5983773,2.6003473
1901-01-27,0.48926854,3.8466733,11460.113,43.679016,474.66293,1122.0624,9819.709,1.5992489,3.0358114
1901-01-28,0.44263628,3.1623445,11460.2705,43.726788,474.75748,1122.071,9819.715,1.5994505,2.7819686
1901-01-29,0.44355983,3.1661956,11460.45,43.787262,474.86365,1122.0797,9819.72,1.5965108,2.7805278
1901-01-30,0.539257,4.7676816,11460.586,43.820824,474.9514,1122.0886,9819.726,1.5990207,3.377453
1901-01-31,0.33314985,1.9500556,11460.756,43.872627,475.0538,1122.0975,9819.731,1.5960453,2.324156
