day,cue,rnpp,csoil_sum,csoil_1,csoil_2,csoil_3,csoil_4,aresp,photo
1901-01-01,0.3340745,1.9551435,11230.176,40.790504,455.94296,1096.7324,9636.71,1.5413179,2.270856
1901-01-02,0.43207204,2.9468322,11230.2,40.8019,455.95297,1096.7311,9636.714,1.5448136,2.6562881
1901-01-03,0.43201736,2.9800231,11230.2295,40.815514,455.96536,1096.7297,9636.719,2.7985818,2.6526618
1901-01-04,0.4500855,3.2214794,11230.206,40.8002,455.95465,1096.7284,9636.723,1.5431616,2.7450373
1901-01-05,0.42606223,2.9145951,11230.146,40.765648,455.92755,1096.7272,9636.727,1.5435216,2.6318827
1901-01-06,0.5129578,4.1920547,11230.112,40.74546,455.9106,1096.7257,9636.73,1.5436375,3.1046023
1901-01-07,0.529389,4.501653,11230.072,40.722996,455.8909,1096.7244,9636.734,1.5457144,3.2211602
1901-01-08,0.47250867,3.5422592,11230.04,40.704823,455.87375,1096.7229,9636.738,1.5447247,2.865439
1901-01-09,0.42014855,2.8425918,11230.044,40.707348,455.8727,1096.7216,9636.742,1.5422347,2.6040595
1901-01-10,0.43053496,2.9700458,11230.086,40.730858,455.889,1096.7201,9636.746,1.5424279,2.6514246
1901-01-11,0.50819695,3.7754033,11230.146,40.763763,455.9141,1096.7188,9636.75,1.574824,3.0743322
1901-01-12,0.41813517,2.82699,11230.258,40.82382,455.9628,1096.7174,9636.754,inf,2.599714
1901-01-13,0.46899262,3.4828844,11230.385,40.8909,456.01984,1096.7162,9636.758,1.5422045,2.8409238
1901-01-14,0.45182976,3.2476587,11230.495,40.94745,456.07117,1096.7151,9636.762,1.5432465,2.754954
1901-01-15,0.47499335,3.571585,11230.613,41.006943,456.12726,1096.7139,9636.766,1.5427226,2.8742812
1901-01-16,0.40816486,2.705152,11230.768,41.084625,456.2006,1096.7129,9636.77,1.5415958,2.5524876
1901-01-17,0.38723764,2.4551065,11231.023,41.21655,456.3212,1096.712,9636.773,1.5357677,2.4540608
1901-01-18,0.46683562,3.426596,11231.317,41.367527,456.46243,1096.7113,9636.776,1.5360057,2.8140187
1901-01-19,0.46279553,3.3905299,11231.533,41.471085,456.57153,1096.7107,9636.78,1.5411088,2.8057184
1901-01-20,0.5088466,4.1323986,11231.646,41.514965,456.6371,1096.7102,9636.784,1.5458817,3.0846362
1901-01-21,0.52185494,4.3517656,11231.771,41.564697,456.70905,1096.7097,9636.788,1.5453126,3.1654286
1901-01-22,0.40047246,2.613583,11231.936,41.63494,456.79913,1096.7095,9636.792,1.5414499,2.5184972
1901-01-23,0.47861242,3.6200955,11232.088,41.697205,456.88574,1096.7092,9636.796,1.5419235,2.8914042
