day,cue,rnpp,csoil_sum,csoil_1,csoil_2,csoil_3,csoil_4,aresp,photo
1901-01-01,0.44722405,3.112044,11535.48,43.339504,480.9821,1133.6581,9877.501,1.507026,2.6816263
1901-01-02,0.46170276,3.3049414,11535.496,43.32857,480.9889,1133.6694,9877.509,1.8583556,2.750915
1901-01-03,0.49544296,3.8127666,11535.483,43.30282,480.98322,1133.6808,9877.517,inf,2.9396098
1901-01-04,0.44135505,3.0484347,11535.4795,43.281788,480.98007,1133.692,9877.525,1.5068535,2.6551294
1901-01-05,0.48917344,3.7230444,11535.432,43.237545,480.95718,1133.7035,9877.533,2.014,2.9075315
1901-01-06,0.50419647,3.9693565,11535.331,43.164696,480.90894,1133.7151,9877.542,1.5099651,3.0009794
1901-01-07,0.47917062,3.5664647,11535.325,43.14635,480.90158,1133.7263,9877.551,1.5073104,2.8478851
1901-01-08,0.49185857,3.7569551,11535.33,43.13483,480.899,1133.7375,9877.559,1.5074098,2.9191658
1901-01-09,0.4834952,3.6331496,11535.32,43.11513,480.88913,1133.7488,9877.567,1.508215,2.8737292
1901-01-10,0.4775724,3.542972,11535.307,43.094112,480.87726,1133.76,9877.575,1.5075241,2.8393552
1901-01-11,0.48650855,3.6715999,11535.344,43.101933,480.88803,1133.771,9877.583,1.5065738,2.8864448
1901-01-12,0.4582423,3.2713947,11535.408,43.12387,480.91055,1133.782,9877.592,1.5060527,2.7363172
1901-01-13,0.50532645,3.967236,11535.478,43.14881,480.93652,1133.793,9877.6,1.5069824,2.99734
1901-01-14,0.39938912,2.561323,11535.589,43.195858,480.98154,1133.8037,9877.607,1.5038947,2.4688241
1901-01-15,0.4905443,3.7302437,11535.683,43.23193,481.01965,1133.8147,9877.616,1.5058831,2.9077053
1901-01-16,0.4637121,3.3438072,11535.768,43.262512,481.05496,1133.8257,9877.624,1.505557,2.7628806
1901-01-17,0.50125736,3.899187,11535.896,43.317196,481.11105,1133.8367,9877.632,1.5062919,2.971177
1901-01-18,0.50187474,3.91414,11536.0,43.35589,481.15656,1133.8477,9877.64,1.5077287,2.9782498
1901-01-19,0.51301324,4.088983,11536.06,43.36929,481.18323,1133.859,9877.648,1.5098606,3.0494251
1901-01-20,0.4800879,3.5835557,11536.121,43.38384,481.21133,1133.8702,9877.656,1.5077529,2.8527617
1901-01-21,0.47447804,3.501024,11536.176,43.393566,481.23605,1133.8816,9877.664,1.8946028,2.824261
1901-01-22,0.5100444,4.044866,11536.283,43.43265,481.28494,1133.8928,9877.673,1.5076033,3.026948
1901-01-23,0.33138666,1.9097937,11536.236,43.385303,481.2654,1133.9044,9877.681,1.5060594,2.224442
1901-01-24,0.3780948,2.338379,11536.263,43.38001,481.2777,1133.9158,9877.689,1.5035506,2.3847663
1901-01-25,0.42867348,2.8966458,11536.283,43.37135,481.287,1133.9272,9877.697,1.5051947,2.5954182
1901-01-26,0.43649814,2.9948597,11536.304,43.363285,481.2964,1133.9387,9877.705,1.5057656,2.632636
1901-01-27,0.40864718,2.6674924,11536.353,43.370716,481.31784,1133.9501,9877.714,1.5047295,2.5092742
1901-01-28,0.46804455,3.4076462,11536.374,43.363075,481.32736,1133.9615,9877.722,1.506875,2.7881055
1901-01-29,0.37792373,2.3320007,11536.463,43.393665,481.36743,1133.9728,9877.7295,1.5013214,2.3802185
1901-01-30,0.48896885,3.6959348,11536.552,43.422268,481.40723,1133.9841,9877.738,1.5031561,2.8923209
