day,cue,rnpp,csoil_sum,csoil_1,csoil_2,csoil_3,csoil_4,aresp,photo
1901-01-01,0.40765023,2.7324908,10905.425,40.919598,453.28735,1073.2637,9337.954,1.6134471,2.638983
1901-01-02,0.2881401,1.5944259,10905.597,40.995975,453.36734,1073.2711,9337.962,1.6041828,2.1912487
1901-01-03,0.44671315,3.3009152,10905.695,41.03022,453.4166,1073.2789,9337.97,3.2215874,2.8309605
1901-01-04,0.35644683,2.2040646,10905.749,41.037926,453.4458,1073.2869,9337.979,1.6134492,2.434836
1901-01-05,0.47516236,3.6887069,10905.811,41.0505,453.47925,1073.2949,9337.986,4.314888,2.989395
1901-01-06,0.44866902,3.3279781,10905.873,41.06289,453.513,1073.303,9337.994,3.3560643,2.8445137
1901-01-07,0.4227626,2.9751446,10905.934,41.07391,453.54602,1073.311,9338.003,1.6119009,2.7135675
1901-01-08,0.48749006,3.8086624,10905.963,41.0674,453.56543,1073.3192,9338.011,1.6255484,3.0701866
1901-01-09,0.46954983,3.6528645,10905.953,41.03932,453.56705,1073.3275,9338.02,9929646.0,2.965893
1901-01-10,0.4935721,4.0291247,10905.858,40.96439,453.52963,1073.336,9338.028,1.9936996,3.1022701
1901-01-11,0.3011402,1.6986482,10905.871,40.951748,453.5388,1073.3441,9338.036,1.6108626,2.2391007
1901-01-12,0.47469398,3.6645434,10905.967,40.985317,453.58472,1073.3522,9338.045,1.6076677,2.9764647
1901-01-13,0.4226114,2.969799,10906.065,41.019966,453.6329,1073.3602,9338.053,4.343436,2.7100155
1901-01-14,0.41973236,2.9236846,10906.147,41.04452,453.67432,1073.3683,9338.061,1.6124179,2.6985247
1901-01-15,0.4294941,3.0622566,10906.227,41.06632,453.71448,1073.3765,9338.069,2.9443014,2.7453213
1901-01-16,0.52442443,4.559832,10906.295,41.08243,453.75104,1073.3848,9338.077,1.6166289,3.3147933
1901-01-17,0.42625743,3.0353878,10906.395,41.11467,453.8011,1073.393,9338.086,1.6123691,2.7290611
1901-01-18,0.4381613,3.18525,10906.471,41.133797,453.8419,1073.4012,9338.094,1.612096,2.7877634
1901-01-19,0.48977035,3.947758,10906.614,41.190067,453.9133,1073.4095,9338.102,3.6195996,3.0686717
1901-01-20,0.4330345,3.1058807,10906.758,41.244934,453.9858,1073.4177,9338.109,1.6106162,2.7603202
1901-01-21,0.38279495,2.4937363,10906.939,41.3197,454.0764,1073.426,9338.117,1.6080223,2.5324636
